date,close
2022-09-19,8210.000000
2022-09-20,8500.000000
2022-09-21,8280.000000
2022-09-22,8225.000000
2022-09-23,7805.000000
2022-09-26,7600.000000
2022-09-27,7735.000000
2022-09-28,7705.000000
2022-09-29,7815.000000
2022-09-30,7440.000000
2022-10-04,7865.000000
2022-10-05,8005.000000
2022-10-06,8260.000000
2022-10-07,7910.000000
2022-10-11,6875.000000
2022-10-12,6630.000000
2022-10-13,6360.000000
2022-10-14,6825.000000
2022-10-17,6380.000000
2022-10-18,6650.000000
2022-10-19,6455.000000
2022-10-20,6520.000000
2022-10-21,6665.000000
2022-10-24,7290.000000
2022-10-25,7355.000000
2022-10-26,7285.000000
2022-10-27,7425.000000
2022-10-28,7000.000000
2022-10-31,7600.000000
2022-11-01,7440.000000
2022-11-02,7535.000000
2022-11-03,7020.000000
2022-11-04,6875.000000
2022-11-07,7190.000000
2022-11-08,7315.000000
2022-11-09,7455.000000
2022-11-10,7180.000000
2022-11-11,8015.000000
2022-11-14,8320.000000
2022-11-15,8435.000000
2022-11-16,8810.000000
2022-11-17,8425.000000
2022-11-18,8355.000000
2022-11-21,8520.000000
2022-11-22,8325.000000
2022-11-23,8750.000000
2022-11-24,8705.000000
2022-11-25,8690.000000
2022-11-28,8445.000000
2022-11-29,8130.000000
2022-11-30,7845.000000
2022-12-01,8505.000000
2022-12-02,8290.000000
2022-12-05,8055.000000
2022-12-06,8145.000000
2022-12-07,7835.000000
2022-12-08,7775.000000
2022-12-09,8105.000000
2022-12-12,7885.000000
2022-12-13,8190.000000
2022-12-14,8455.000000
2022-12-15,8195.000000
2022-12-16,7615.000000
2022-12-19,7395.000000
2022-12-20,6880.000000
2022-12-21,6935.000000
2022-12-22,7050.000000
2022-12-23,6575.000000
2022-12-26,6595.000000
2022-12-27,6560.000000
2022-12-28,6220.000000
2022-12-29,6060.000000
2023-01-02,6255.000000
2023-01-03,6445.000000
2023-01-04,6335.000000
2023-01-05,6545.000000
2023-01-06,6360.000000
2023-01-09,6655.000000
2023-01-10,6830.000000
2023-01-11,7070.000000
2023-01-12,7265.000000
2023-01-13,7330.000000
2023-01-16,7315.000000
2023-01-17,7285.000000
2023-01-18,7430.000000
2023-01-19,7260.000000
2023-01-20,6995.000000
2023-01-25,7750.000000
2023-01-26,7960.000000
2023-01-27,7865.000000
2023-01-30,7880.000000
2023-01-31,7540.000000
2023-02-01,7830.000000
2023-02-02,8480.000000
2023-02-03,8790.000000
2023-02-06,8920.000000
2023-02-07,8865.000000
2023-02-08,9445.000000
2023-02-09,9155.000000
2023-02-10,9080.000000
2023-02-13,8980.000000
2023-02-14,9110.000000
2023-02-15,9515.000000
2023-02-16,9750.000000
2023-02-17,9440.000000
2023-02-20,9220.000000
2023-02-21,9150.000000
2023-02-22,8750.000000
2023-02-23,8930.000000
2023-02-24,9135.000000
2023-02-27,9155.000000
2023-02-28,9255.000000
2023-03-02,9020.000000
2023-03-03,9015.000000
2023-03-06,9350.000000
2023-03-07,9260.000000
2023-03-08,9200.000000
2023-03-09,9660.000000
2023-03-10,9270.000000
2023-03-13,9150.000000
2023-03-14,8880.000000
2023-03-15,9285.000000
2023-03-16,9250.000000
2023-03-17,9825.000000
2023-03-20,9760.000000
2023-03-21,10005.000000
2023-03-22,10000.000000
2023-03-23,9625.000000
2023-03-24,10040.000000
2023-03-27,10020.000000
2023-03-28,9670.000000
2023-03-29,9620.000000
2023-03-30,10025.000000
2023-03-31,10385.000000
2023-04-03,10550.000000
2023-04-04,10615.000000
2023-04-05,10215.000000
2023-04-06,9865.000000
2023-04-07,9885.000000
2023-04-10,9785.000000
2023-04-11,10200.000000
2023-04-12,10090.000000
2023-04-13,9640.000000
2023-04-14,9535.000000
2023-04-17,9660.000000
2023-04-18,9720.000000
2023-04-19,9745.000000
2023-04-20,9580.000000
2023-04-21,9695.000000
2023-04-24,9520.000000
2023-04-25,9475.000000
2023-04-26,9165.000000
2023-04-27,9210.000000
2023-04-28,9240.000000
2023-05-02,9640.000000
2023-05-03,9530.000000
2023-05-04,9135.000000
2023-05-08,9300.000000
2023-05-09,9355.000000
2023-05-10,9150.000000
2023-05-11,9310.000000
2023-05-12,9360.000000
2023-05-15,9355.000000
2023-05-16,9760.000000
2023-05-17,9840.000000
2023-05-18,10175.000000
2023-05-19,10800.000000
2023-05-22,10510.000000
2023-05-23,10525.000000
2023-05-24,10285.000000
2023-05-25,10820.000000
2023-05-26,11520.000000
2023-05-30,12995.000000
2023-05-31,12750.000000
2023-06-01,12205.000000
2023-06-02,12320.000000
2023-06-05,12145.000000
2023-06-07,12065.000000
2023-06-08,11850.000000
2023-06-09,12040.000000
2023-06-12,12145.000000
2023-06-13,12675.000000
2023-06-14,12820.000000
2023-06-15,13260.000000
2023-06-16,12985.000000
2023-06-19,12905.000000
2023-06-20,12805.000000
2023-06-21,12825.000000
2023-06-22,12185.000000
2023-06-23,12405.000000
2023-06-26,12220.000000
2023-06-27,12250.000000
2023-06-28,12935.000000
2023-06-29,13155.000000
2023-06-30,13215.000000
2023-07-03,13390.000000
2023-07-04,13360.000000
2023-07-05,13305.000000
2023-07-06,12770.000000
2023-07-07,12645.000000
2023-07-10,12440.000000
2023-07-11,13015.000000
2023-07-12,12915.000000
2023-07-13,13185.000000
2023-07-14,13310.000000
2023-07-17,13020.000000
2023-07-18,13475.000000
2023-07-19,13675.000000
2023-07-20,13325.000000
2023-07-21,12860.000000
2023-07-24,12900.000000
2023-07-25,12825.000000
2023-07-26,13080.000000
2023-07-27,13065.000000
2023-07-28,13540.000000
2023-07-31,13840.000000
2023-08-01,14050.000000
2023-08-02,14055.000000
2023-08-03,13310.000000
2023-08-04,13655.000000
2023-08-07,13560.000000
2023-08-08,13685.000000
2023-08-09,13485.000000
2023-08-10,13055.000000
2023-08-11,13035.000000
2023-08-14,12465.000000
2023-08-16,12890.000000
2023-08-17,12445.000000
2023-08-18,12130.000000
2023-08-21,12210.000000
2023-08-22,12920.000000
2023-08-23,12885.000000
2023-08-24,13510.000000
2023-08-25,12125.000000
2023-08-28,12220.000000
2023-08-29,12510.000000
2023-08-30,13035.000000
2023-08-31,13140.000000
2023-09-01,13160.000000
2023-09-04,13370.000000
2023-09-05,13450.000000
2023-09-06,13525.000000
2023-09-07,13355.000000
2023-09-08,13055.000000
2023-09-11,12915.000000
2023-09-12,12740.000000
2023-09-13,12520.000000
2023-09-14,12745.000000
2023-09-15,12805.000000
2023-09-18,12045.000000
2023-09-19,12085.000000
2023-09-20,11970.000000
2023-09-21,11600.000000
2023-09-22,11295.000000
2023-09-25,11410.000000
2023-09-26,11520.000000
2023-09-27,11460.000000
2023-10-04,11610.000000
2023-10-05,11955.000000
2023-10-06,11850.000000
2023-10-10,12250.000000
2023-10-11,12445.000000
2023-10-12,12685.000000
2023-10-13,12830.000000
2023-10-16,12330.000000
2023-10-17,12520.000000
2023-10-18,12205.000000
2023-10-19,11945.000000
2023-10-20,11465.000000
2023-10-23,11295.000000
2023-10-24,11070.000000
2023-10-25,11125.000000
2023-10-26,10335.000000
2023-10-27,10525.000000
2023-10-30,10680.000000
2023-10-31,10105.000000
2023-11-01,10510.000000
2023-11-02,10920.000000
2023-11-03,10985.000000
2023-11-06,11175.000000
2023-11-07,11205.000000
2023-11-08,11385.000000
2023-11-09,11435.000000
2023-11-10,11395.000000
2023-11-13,12300.000000
2023-11-14,12430.000000
2023-11-15,12795.000000
2023-11-16,12790.000000
2023-11-17,12755.000000
2023-11-20,12845.000000
2023-11-21,13345.000000
2023-11-22,12980.000000
2023-11-23,13095.000000
2023-11-24,13225.000000
2023-11-27,13085.000000
2023-11-28,12985.000000
2023-11-29,12745.000000
2023-11-30,13055.000000
2023-12-01,13020.000000
2023-12-04,13015.000000
2023-12-05,12850.000000
2023-12-06,12970.000000
2023-12-07,12905.000000
2023-12-08,13150.000000
2023-12-11,13550.000000
2023-12-12,14480.000000
2023-12-13,14870.000000
2023-12-14,15045.000000
2023-12-15,15600.000000
2023-12-18,15800.000000
2023-12-19,15870.000000
2023-12-20,15950.000000
2023-12-21,15430.000000
2023-12-22,15745.000000
2023-12-26,15925.000000
2023-12-27,16420.000000
2023-12-28,16435.000000
2024-01-02,16305.000000
2024-01-03,15230.000000
2024-01-04,14750.000000
2024-01-05,14565.000000
2024-01-08,14725.000000
2024-01-09,15595.000000
2024-01-10,15830.000000
2024-01-11,15705.000000
2024-01-12,15645.000000
2024-01-15,15795.000000
2024-01-16,15700.000000
2024-01-17,16455.000000
2024-01-18,16395.000000
2024-01-19,17610.000000
2024-01-22,19160.000000
2024-01-23,18905.000000
2024-01-24,19355.000000
2024-01-25,19960.000000
2024-01-26,18830.000000
2024-01-29,18600.000000
2024-01-30,18760.000000
2024-01-31,17995.000000
2024-02-01,17800.000000
2024-02-02,17875.000000
2024-02-05,18175.000000
2024-02-06,18690.000000
2024-02-07,18150.000000
2024-02-08,18905.000000
2024-02-13,19980.000000
2024-02-14,19610.000000
2024-02-15,20395.000000
2024-02-16,20560.000000
2024-02-19,20125.000000
2024-02-20,20005.000000
2024-02-21,19330.000000
2024-02-22,20255.000000
2024-02-23,21085.000000
2024-02-26,20550.000000
2024-02-27,20865.000000
2024-02-28,20975.000000
2024-02-29,20555.000000
2024-03-04,23355.000000
2024-03-05,23690.000000
2024-03-06,23265.000000
2024-03-07,24025.000000
2024-03-08,25275.000000
2024-03-11,22890.000000
2024-03-12,22895.000000
2024-03-13,23445.000000
2024-03-14,22590.000000
2024-03-15,21740.000000
2024-03-18,22240.000000
2024-03-19,21675.000000
2024-03-20,21525.000000
2024-03-21,22615.000000
2024-03-22,23270.000000
2024-03-25,23215.000000
2024-03-26,23280.000000
2024-03-27,23350.000000
2024-03-28,23430.000000
2024-03-29,23460.000000
2024-04-01,24015.000000
2024-04-02,24140.000000
2024-04-03,23135.000000
2024-04-04,23740.000000
2024-04-05,22425.000000
2024-04-08,22790.000000
2024-04-09,23200.000000
2024-04-11,23065.000000
2024-04-12,24395.000000
2024-04-15,23550.000000
2024-04-16,22785.000000
2024-04-17,22675.000000
2024-04-18,21810.000000
2024-04-19,20065.000000
2024-04-22,19230.000000
2024-04-23,19360.000000
2024-04-24,20770.000000
2024-04-25,20460.000000
2024-04-26,21550.000000
2024-04-29,22835.000000
2024-04-30,22995.000000
2024-05-02,20850.000000
2024-05-03,20970.000000
2024-05-07,22495.000000
2024-05-08,22555.000000
2024-05-09,22515.000000
2024-05-10,22515.000000
2024-05-13,22880.000000
2024-05-14,22915.000000
2024-05-16,24160.000000
2024-05-17,24280.000000
2024-05-20,24235.000000
2024-05-21,25240.000000
2024-05-22,25310.000000
2024-05-23,26615.000000
2024-05-24,25900.000000
2024-05-27,26590.000000
2024-05-28,26770.000000
2024-05-29,27125.000000
2024-05-30,26650.000000
2024-05-31,26815.000000
2024-06-03,26580.000000
2024-06-04,26350.000000
2024-06-05,26215.000000
2024-06-07,27560.000000
2024-06-10,27645.000000
2024-06-11,28615.000000
2024-06-12,28810.000000
2024-06-13,30930.000000
2024-06-14,31435.000000
2024-06-17,31415.000000
2024-06-18,32630.000000
2024-06-19,33835.000000
2024-06-20,34315.000000
2024-06-21,32140.000000
2024-06-24,31165.000000
2024-06-25,29350.000000
2024-06-26,30705.000000
2024-06-27,29595.000000
2024-06-28,29430.000000
2024-07-01,30065.000000
2024-07-02,29930.000000
2024-07-03,30925.000000
2024-07-04,31745.000000
2024-07-05,31850.000000
2024-07-08,31760.000000
2024-07-09,33320.000000
2024-07-10,33280.000000
2024-07-11,34280.000000
2024-07-12,32025.000000
2024-07-15,33495.000000
2024-07-16,33445.000000
2024-07-17,32505.000000
2024-07-18,30090.000000
2024-07-19,29635.000000
2024-07-22,27885.000000
2024-07-23,29075.000000
2024-07-24,28000.000000
2024-07-25,25730.000000
2024-07-26,25500.000000
2024-07-29,26255.000000
2024-07-30,25200.000000
2024-07-31,25110.000000
2024-08-01,26425.000000
2024-08-02,21425.000000
2024-08-05,16450.000000
2024-08-06,20310.000000
2024-08-07,20380.000000
2024-08-08,18805.000000
2024-08-09,21055.000000
2024-08-12,21025.000000
2024-08-13,21300.000000
2024-08-14,22815.000000
2024-08-16,24990.000000
2024-08-19,23520.000000
2024-08-20,24545.000000
2024-08-21,24050.000000
2024-08-22,24555.000000
2024-08-23,23725.000000
2024-08-26,23815.000000
2024-08-27,22830.000000
2024-08-28,23530.000000
2024-08-29,21740.000000
2024-08-30,22745.000000
2024-09-02,23260.000000
2024-09-03,23200.000000
2024-09-04,19700.000000
2024-09-05,19765.000000
2024-09-06,18990.000000
2024-09-09,18410.000000
2024-09-10,18455.000000
2024-09-11,18840.000000
2024-09-12,21165.000000
2024-09-13,20795.000000
2024-09-19,21300.000000
2024-09-20,21870.000000
2024-09-23,21885.000000
2024-09-24,21870.000000
2024-09-25,21925.000000
2024-09-26,23875.000000
2024-09-27,23450.000000
2024-09-30,22220.000000
2024-10-02,21490.000000
2024-10-04,22425.000000
2024-10-07,23570.000000
2024-10-08,23620.000000
2024-10-10,24700.000000
2024-10-11,24570.000000
2024-10-14,25085.000000
2024-10-15,26235.000000
2024-10-16,23970.000000
2024-10-17,24955.000000
2024-10-18,24460.000000
2024-10-21,24430.000000
2024-10-22,24460.000000
2024-10-23,24585.000000
2024-10-24,24455.000000
2024-10-25,24660.000000
2024-10-28,25305.000000
2024-10-29,25085.000000
2024-10-30,25380.000000
2024-10-31,23760.000000
2024-11-01,22635.000000
2024-11-04,22740.000000
2024-11-05,22380.000000
2024-11-06,24160.000000
2024-11-07,25315.000000
2024-11-08,26100.000000
2024-11-11,25915.000000
2024-11-12,24770.000000
2024-11-13,24285.000000
2024-11-14,23300.000000
2024-11-15,22745.000000
2024-11-18,22040.000000
2024-11-19,22040.000000
2024-11-20,22130.000000
2024-11-21,21785.000000
2024-11-22,22755.000000
2024-11-25,23105.000000
2024-11-26,23025.000000
2024-11-27,22325.000000
2024-11-28,21735.000000
2024-11-29,21985.000000
2024-12-02,22305.000000
2024-12-03,23695.000000
2024-12-04,24210.000000
2024-12-05,24670.000000
2024-12-06,24045.000000
2024-12-09,24760.000000
2024-12-10,24070.000000
2024-12-11,23190.000000
2024-12-12,24230.000000
2024-12-13,24780.000000
2024-12-16,25625.000000
2024-12-17,26740.000000
2024-12-18,26005.000000
2024-12-19,24080.000000
2024-12-20,23400.000000
2024-12-23,24880.000000
2024-12-24,25915.000000
2024-12-26,26840.000000
2024-12-27,26750.000000
2024-12-30,26550.000000
2025-01-02,25525.000000
2025-01-03,25605.000000
2025-01-06,27035.000000
2025-01-07,27650.000000
2025-01-08,27080.000000
2025-01-09,26400.000000
2025-01-10,26595.000000
2025-01-13,25190.000000
2025-01-14,25635.000000
2025-01-15,25465.000000
2025-01-16,26400.000000
2025-01-17,26490.000000
2025-01-20,27315.000000
2025-01-21,27380.000000
2025-01-22,28110.000000
2025-01-23,28410.000000
2025-01-24,28140.000000
2025-01-31,25120.000000
2025-02-03,23280.000000
2025-02-04,23850.000000
2025-02-05,23785.000000
2025-02-06,24795.000000
2025-02-07,24955.000000
2025-02-10,24690.000000
2025-02-11,24820.000000
2025-02-12,25040.000000
2025-02-13,25135.000000
2025-02-14,25365.000000
2025-02-17,25565.000000
2025-02-18,25690.000000
2025-02-19,26265.000000
2025-02-20,26365.000000
2025-02-21,26535.000000
2025-02-24,25130.000000
2025-02-25,23720.000000
2025-02-26,22845.000000
2025-02-27,23735.000000
2025-02-28,21560.000000
2025-03-04,20680.000000
2025-03-05,20950.000000
2025-03-06,20455.000000
2025-03-07,19650.000000
2025-03-10,19990.000000
2025-03-11,18570.000000
2025-03-12,18330.000000
2025-03-13,18470.000000
2025-03-14,19020.000000
2025-03-17,19520.000000
2025-03-18,20180.000000
2025-03-19,20070.000000
2025-03-20,20745.000000
2025-03-21,20325.000000
2025-03-24,20425.000000
2025-03-25,21110.000000
2025-03-26,20820.000000
2025-03-27,19500.000000
2025-03-28,18655.000000
2025-03-31,17045.000000
2025-04-01,17360.000000
2025-04-02,17360.000000
2025-04-03,16495.000000
2025-04-04,13800.000000
2025-04-07,10260.000000
2025-04-08,12990.000000
2025-04-09,11885.000000
2025-04-10,15520.000000
2025-04-11,14080.000000
2025-04-14,14130.000000
2025-04-15,13570.000000
2025-04-16,12625.000000
2025-04-17,13000.000000
2025-04-18,12615.000000
2025-04-21,12090.000000
2025-04-22,12015.000000
2025-04-23,12980.000000
2025-04-24,13530.000000
2025-04-25,15220.000000
2025-04-28,15230.000000
2025-04-29,15275.000000
2025-04-30,14590.000000
2025-05-02,14805.000000
2025-05-07,15115.000000
2025-05-08,15710.000000
2025-05-09,16040.000000
2025-05-12,17040.000000
2025-05-13,18490.000000
2025-05-14,20225.000000
2025-05-15,19365.000000
2025-05-16,19075.000000
2025-05-19,18590.000000
2025-05-20,18720.000000
2025-05-21,18560.000000
2025-05-22,17980.000000
2025-05-23,17460.000000
2025-05-26,17250.000000
2025-05-27,17430.000000
2025-05-28,18200.000000
2025-05-29,19015.000000
2025-05-30,18210.000000
2025-06-02,17045.000000
2025-06-04,18700.000000
2025-06-05,18825.000000
2025-06-09,18780.000000
2025-06-10,19880.000000
2025-06-11,20805.000000
2025-06-12,20240.000000
2025-06-13,19900.000000
2025-06-16,19780.000000
2025-06-17,20585.000000
2025-06-18,20730.000000
2025-06-19,20760.000000
2025-06-20,20710.000000
2025-06-23,20710.000000
2025-06-24,21160.000000
2025-06-25,22040.000000
2025-06-26,22485.000000
2025-06-27,22745.000000
2025-06-30,22845.000000
2025-07-01,22585.000000
2025-07-02,22640.000000
2025-07-03,23360.000000
2025-07-04,23345.000000
2025-07-07,23455.000000
2025-07-08,23260.000000
2025-07-09,23970.000000
2025-07-10,24065.000000
2025-07-11,24500.000000
2025-07-14,24510.000000
2025-07-15,24910.000000
2025-07-16,25000.000000
2025-07-17,25615.000000
2025-07-18,25730.000000
2025-07-21,25605.000000
2025-07-22,25105.000000
2025-07-23,23965.000000
2025-07-24,24095.000000
2025-07-25,24200.000000
2025-07-28,24710.000000
2025-07-29,25515.000000
2025-07-30,25350.000000
2025-07-31,25680.000000
2025-08-01,24275.000000
2025-08-04,23615.000000
2025-08-05,24465.000000
2025-08-06,23755.000000
2025-08-07,23800.000000
2025-08-08,24280.000000
2025-08-11,24695.000000
2025-08-12,24670.000000
2025-08-13,25855.000000
2025-08-14,26155.000000
2025-08-18,25315.000000
2025-08-19,25450.000000
2025-08-20,24565.000000
2025-08-21,24710.000000
2025-08-22,24035.000000
2025-08-25,25295.000000
2025-08-26,25445.000000
2025-08-27,26145.000000
2025-08-28,25600.000000
2025-08-29,25845.000000
2025-09-01,24555.000000
2025-09-02,24495.000000
2025-09-03,24025.000000
2025-09-04,24015.000000
2025-09-05,24935.000000
2025-09-08,25400.000000
2025-09-09,25770.000000
2025-09-10,26145.000000
2025-09-11,27040.000000
2025-09-12,27370.000000
2025-09-15,27365.000000
2025-09-16,27755.000000
2025-09-17,27790.000000
2025-09-18,28345.000000
2025-09-19,30075.000000
2025-09-22,29780.000000
2025-09-23,30660.000000
2025-09-24,30800.000000
2025-09-25,30675.000000
2025-09-26,31210.000000
2025-09-29,31095.000000
2025-09-30,31055.000000
2025-10-01,30990.000000
2025-10-02,32860.000000
2025-10-10,37165.000000
2025-10-13,35250.000000
2025-10-14,35475.000000
2025-10-15,35500.000000
2025-10-16,36455.000000
2025-10-17,35400.000000
2025-10-20,36770.000000
2025-10-21,37370.000000
2025-10-22,37045.000000
2025-10-23,36250.000000
2025-10-24,38515.000000
2025-10-27,40430.000000
2025-10-28,41215.000000
2025-10-29,42460.000000
2025-10-30,42695.000000
2025-10-31,41955.000000
2025-11-03,41940.000000
2025-11-04,40895.000000
2025-11-05,39330.000000
2025-11-06,42135.000000
2025-11-07,40995.000000
2025-11-10,41445.000000
2025-11-11,42170.000000
2025-11-12,41710.000000
2025-11-13,42145.000000
2025-11-14,37830.000000
2025-11-17,38590.000000
2025-11-18,36275.000000
2025-11-19,35235.000000
2025-11-20,39270.000000
2025-11-21,33815.000000
2025-11-24,34845.000000
2025-11-25,36850.000000
2025-11-26,37580.000000
2025-11-27,39090.000000
2025-11-28,39945.000000
2025-12-01,39590.000000
2025-12-02,40900.000000
2025-12-03,42880.000000
2025-12-04,43565.000000
2025-12-05,43740.000000
2025-12-08,44295.000000
2025-12-09,45000.000000
2025-12-10,45020.000000
2025-12-11,44540.000000
2025-12-12,45485.000000
2025-12-15,41455.000000
2025-12-16,39515.000000
2025-12-17,40725.000000
2025-12-18,38340.000000
2025-12-19,39485.000000
2025-12-22,42045.000000
2025-12-23,42050.000000
2025-12-24,41250.000000
2025-12-26,41210.000000
2025-12-29,40110.000000
2025-12-30,40415.000000
2026-01-02,40450.000000
2026-01-05,43550.000000
2026-01-06,44260.000000
2026-01-07,45805.000000
2026-01-08,44405.000000
2026-01-09,44400.000000
2026-01-12,45990.000000
2026-01-13,48150.000000
2026-01-14,49495.000000
2026-01-15,49630.000000
2026-01-16,51455.000000
2026-01-19,50435.000000
2026-01-20,49795.000000
2026-01-21,50530.000000
2026-01-22,53050.000000
2026-01-23,52455.000000
2026-01-26,49270.000000
2026-01-27,50525.000000
2026-01-28,52830.000000
2026-01-29,53225.000000
2026-01-30,51845.000000
2026-02-02,48140.000000
2026-02-03,52605.000000
2026-02-04,49720.000000
2026-02-05,47615.000000
2026-02-06,47135.000000
2026-02-09,51185.000000
2026-02-10,52630.000000
2026-02-11,51700.000000
2026-02-12,53420.000000
2026-02-13,51165.000000
2026-02-19,52600.000000
2026-02-20,52205.000000
2026-02-23,51230.000000
2026-02-24,52560.000000
2026-02-25,52925.000000
2026-02-26,54025.000000
2026-02-27,51250.000000
2026-03-03,50090.000000
2026-03-04,46660.000000
2026-03-05,49585.000000
2026-03-06,50450.000000
2026-03-09,47195.000000
2026-03-10,48175.000000
2026-03-11,48995.000000
2026-03-12,49445.000000
2026-03-13,48520.000000
2026-03-16,49355.000000
2026-03-17,49120.000000
2026-03-18,51130.000000
2026-03-19,50195.000000
2026-03-20,51165.000000
2026-03-23,48530.000000
2026-03-24,49300.000000
2026-03-25,52110.000000
2026-03-26,52375.000000
2026-03-27,49695.000000
2026-03-30,47035.000000
2026-03-31,44385.000000
2026-04-01,48720.000000
2026-04-02,48270.000000
2026-04-03,50410.000000
2026-04-06,51145.000000
2026-04-07,51240.000000
2026-04-08,55255.000000
2026-04-09,57160.000000
2026-04-10,60275.000000
2026-04-13,62220.000000
2026-04-14,65725.000000
2026-04-15,66380.000000
2026-04-16,68445.000000
2026-04-17,69310.000000
2026-04-20,71305.000000
2026-04-21,73170.000000
2026-04-22,75270.000000
2026-04-23,78860.000000
2026-04-24,84175.000000
2026-04-27,88750.000000
2026-04-28,83380.000000
2026-04-29,81445.000000
2026-04-30,83055.000000
2026-05-04,88185.000000
2026-05-06,95060.000000
2026-05-07,98990.000000
2026-05-08,99310.000000
2026-05-11,108680.000000
2026-05-12,112245.000000
2026-05-13,113040.000000
2026-05-14,116295.000000
2026-05-15,110705.000000
2026-05-18,106950.000000
2026-05-19,101695.000000
2026-05-20,104990.000000
2026-05-21,113035.000000
2026-05-22,118610.000000
2026-05-26,125135.000000
2026-05-27,133175.000000
2026-05-28,126055.000000
2026-05-29,134100.000000
2026-06-01,134955.000000
2026-06-02,138565.000000
2026-06-04,154600.000000
2026-06-05,147635.000000
2026-06-08,125420.000000
2026-06-09,136780.000000
2026-06-10,126295.000000
2026-06-11,124360.000000
2026-06-12,136215.000000
2026-06-15,152140.000000
2026-06-16,155330.000000
2026-06-17,145220.000000
2026-06-18,151930.000000
2026-06-19,160255.000000
2026-06-22,167055.000000
2026-06-23,158210.000000
2026-06-24,152030.000000
2026-06-25,160440.000000
2026-06-26,147155.000000
2026-06-29,145290.000000
2026-06-30,154015.000000
2026-07-01,162020.000000
2026-07-02,141610.000000
2026-07-03,131010.000000
2026-07-06,129295.000000
2026-07-07,122720.000000
2026-07-08,110900.000000
2026-07-09,121740.000000
2026-07-10,123875.000000
2026-07-13,116670.000000
2026-07-14,115240.000000
2026-07-15,122160.000000
2026-07-16,111660.000000
2026-07-20,97975.000000
2026-07-21,103680.000000
2026-07-22,103190.000000
2026-07-23,107805.000000
2026-07-24,104410.000000
2026-07-27,102800.000000
2026-07-28,86710.000000
2026-07-29,78595.000000
2026-07-30,72775.000000
2026-07-31,88645.000000
2026-08-03,85125.000000
2026-08-04,87320.000000
2026-08-05,96810.000000
2026-08-06,91020.000000
2026-08-07,93580.000000
2026-08-10,98495.000000
2026-08-11,91960.000000
2026-08-12,93880.000000
2026-08-13,98255.000000
2026-08-14,97365.000000
2026-08-18,96620.000000
2026-08-19,86045.000000
2026-08-20,86060.000000
2026-08-21,84500.000000
2026-08-24,79220.000000
2026-08-25,80410.000000
2026-08-26,79865.000000
2026-08-27,82955.000000
2026-08-28,80675.000000
2026-08-31,77560.000000
2026-09-01,77600.000000
2026-09-02,72590.000000
2026-09-03,72910.000000
2026-09-04,73985.000000
2026-09-07,76575.000000
2026-09-08,77855.000000
2026-09-09,78170.000000
2026-09-10,77830.000000
